0.000000e+00 9.946245e+00 5.457184e-02
5.000000e-01 9.944355e+00 1.648306e-01
1.000000e+00 9.940564e+00 2.783996e-01
1.500000e+00 9.934857e+00 3.974114e-01
2.000000e+00 9.927209e+00 5.239251e-01
2.500000e+00 9.917589e+00 6.598706e-01
3.000000e+00 9.905966e+00 8.070098e-01
3.500000e+00 9.892304e+00 9.669319e-01
4.000000e+00 9.876571e+00 1.141042e+00
4.500000e+00 9.858734e+00 1.330518e+00
5.000000e+00 9.838770e+00 1.536315e+00
5.500000e+00 9.816657e+00 1.759158e+00
6.000000e+00 9.792384e+00 1.999541e+00
6.500000e+00 9.765952e+00 2.257746e+00
7.000000e+00 9.737369e+00 2.533841e+00
7.500000e+00 9.706652e+00 2.827693e+00
8.000000e+00 9.673829e+00 3.138993e+00
8.500000e+00 9.638940e+00 3.467268e+00
9.000000e+00 9.602032e+00 3.811906e+00
9.500000e+00 9.563160e+00 4.172172e+00
1.000000e+01 9.522387e+00 4.547231e+00
1.050000e+01 9.479781e+00 4.936172e+00
1.100000e+01 9.435416e+00 5.338020e+00
1.150000e+01 9.389368e+00 5.751758e+00
1.200000e+01 9.341718e+00 6.176342e+00
1.250000e+01 9.292547e+00 6.610716e+00
1.300000e+01 9.241937e+00 7.053818e+00
1.350000e+01 9.189970e+00 7.504596e+00
1.400000e+01 9.136731e+00 7.962023e+00
1.450000e+01 9.082297e+00 8.425097e+00
1.500000e+01 9.026750e+00 8.892843e+00
1.550000e+01 8.970163e+00 9.364327e+00
1.600000e+01 8.912613e+00 9.838652e+00
1.650000e+01 8.854172e+00 1.031496e+01
1.700000e+01 8.794905e+00 1.079244e+01
1.750000e+01 8.734881e+00 1.127034e+01
1.800000e+01 8.674162e+00 1.174793e+01
1.850000e+01 8.612805e+00 1.222453e+01
1.900000e+01 8.550870e+00 1.269950e+01
1.950000e+01 8.488406e+00 1.317225e+01
2.000000e+01 8.425467e+00 1.364223e+01
2.050000e+01 8.362100e+00 1.410892e+01
2.100000e+01 8.298347e+00 1.457185e+01
2.150000e+01 8.234254e+00 1.503056e+01
2.200000e+01 8.169861e+00 1.548464e+01
2.250000e+01 8.105203e+00 1.593374e+01
2.300000e+01 8.040316e+00 1.637748e+01
2.350000e+01 7.975234e+00 1.681553e+01
2.400000e+01 7.909988e+00 1.724762e+01
2.450000e+01 7.844607e+00 1.767347e+01
2.500000e+01 7.779120e+00 1.809283e+01
2.550000e+01 7.713552e+00 1.850548e+01
2.600000e+01 7.647927e+00 1.891120e+01
2.650000e+01 7.582270e+00 1.930981e+01
2.700000e+01 7.516603e+00 1.970114e+01
2.750000e+01 7.450943e+00 2.008504e+01
2.800000e+01 7.385313e+00 2.046136e+01
2.850000e+01 7.319730e+00 2.082998e+01
2.900000e+01 7.254211e+00 2.119080e+01
2.950000e+01 7.188776e+00 2.154370e+01
3.000000e+01 7.123437e+00 2.188860e+01
3.050000e+01 7.058211e+00 2.222542e+01
3.100000e+01 6.993113e+00 2.255411e+01
3.150000e+01 6.928156e+00 2.287459e+01
3.200000e+01 6.863353e+00 2.318682e+01
3.250000e+01 6.798718e+00 2.349077e+01
3.300000e+01 6.734263e+00 2.378639e+01
3.350000e+01 6.670001e+00 2.407366e+01
3.400000e+01 6.605942e+00 2.435256e+01
3.450000e+01 6.542101e+00 2.462308e+01
3.500000e+01 6.478487e+00 2.488521e+01
3.550000e+01 6.415113e+00 2.513894e+01
3.600000e+01 6.351991e+00 2.538429e+01
3.650000e+01 6.289132e+00 2.562126e+01
3.700000e+01 6.226547e+00 2.584987e+01
3.750000e+01 6.164249e+00 2.607014e+01
3.800000e+01 6.102251e+00 2.628208e+01
3.850000e+01 6.040565e+00 2.648574e+01
3.900000e+01 5.979205e+00 2.668115e+01
3.950000e+01 5.918187e+00 2.686832e+01
4.000000e+01 5.857522e+00 2.704732e+01
4.050000e+01 5.797229e+00 2.721819e+01
4.100000e+01 5.737324e+00 2.738097e+01
4.150000e+01 5.677825e+00 2.753573e+01
4.200000e+01 5.618753e+00 2.768252e+01
4.250000e+01 5.560130e+00 2.782141e+01
4.300000e+01 5.501979e+00 2.795247e+01
4.350000e+01 5.444328e+00 2.807578e+01
4.400000e+01 5.387205e+00 2.819143e+01
4.450000e+01 5.330643e+00 2.829951e+01
4.500000e+01 5.274681e+00 2.840011e+01
4.550000e+01 5.219357e+00 2.849336e+01
4.600000e+01 5.164722e+00 2.857936e+01
4.650000e+01 5.110825e+00 2.865826e+01
4.700000e+01 5.057725e+00 2.873021e+01
4.750000e+01 5.005492e+00 2.879538e+01
4.800000e+01 4.954199e+00 2.885394e+01
4.850000e+01 4.903930e+00 2.890610e+01
4.900000e+01 4.854781e+00 2.895211e+01
4.950000e+01 4.806863e+00 2.899222e+01
5.000000e+01 4.760305e+00 2.902674e+01
5.050000e+01 4.715264e+00 2.905598e+01
5.100000e+01 4.671922e+00 2.908032e+01
5.150000e+01 4.630483e+00 2.910015e+01
5.200000e+01 4.591141e+00 2.911587e+01
5.250000e+01 4.554028e+00 2.912784e+01
5.300000e+01 4.519127e+00 2.913632e+01
5.350000e+01 4.486186e+00 2.914147e+01
5.400000e+01 4.454660e+00 2.914333e+01
5.450000e+01 4.382543e+00 2.917701e+01
5.500000e+01 4.198277e+00 2.911780e+01
5.550000e+01 4.118524e+00 2.906726e+01
5.600000e+01 4.064557e+00 2.902426e+01
5.650000e+01 4.025356e+00 2.898837e+01
5.700000e+01 3.997017e+00 2.895975e+01
5.750000e+01 3.977509e+00 2.893847e+01
5.800000e+01 3.965189e+00 2.892396e+01
5.850000e+01 3.958379e+00 2.891504e+01
5.900000e+01 3.955392e+00 2.891014e+01
5.950000e+01 3.954726e+00 2.890773e+01
6.000000e+01 3.955226e+00 2.890658e+01
6.050000e+01 3.956144e+00 2.890588e+01
6.100000e+01 3.957074e+00 2.890521e+01
6.150000e+01 3.957839e+00 2.890437e+01
6.200000e+01 3.958394e+00 2.890333e+01
6.250000e+01 3.958753e+00 2.890207e+01
6.300000e+01 3.958947e+00 2.890061e+01
6.350000e+01 3.959011e+00 2.889897e+01
6.400000e+01 3.958971e+00 2.889714e+01
6.450000e+01 3.958850e+00 2.889512e+01
6.500000e+01 3.958664e+00 2.889292e+01
6.550000e+01 3.958428e+00 2.889055e+01
6.600000e+01 3.958153e+00 2.888802e+01
6.650000e+01 3.957846e+00 2.888535e+01
6.700000e+01 3.957515e+00 2.888257e+01
6.750000e+01 3.957166e+00 2.887968e+01
6.800000e+01 3.956803e+00 2.887671e+01
6.850000e+01 3.956428e+00 2.887367e+01
6.900000e+01 3.956045e+00 2.887056e+01
6.950000e+01 3.955657e+00 2.886741e+01
7.000000e+01 3.955261e+00 2.886420e+01
7.050000e+01 3.954865e+00 2.886095e+01
7.100000e+01 3.954467e+00 2.885765e+01
7.150000e+01 3.954065e+00 2.885430e+01
7.200000e+01 3.953662e+00 2.885090e+01
7.250000e+01 3.953259e+00 2.884744e+01
7.300000e+01 3.952854e+00 2.884390e+01
7.350000e+01 3.952442e+00 2.884027e+01
7.400000e+01 3.952025e+00 2.883653e+01
7.450000e+01 3.951606e+00 2.883267e+01
7.500000e+01 3.951176e+00 2.882867e+01
7.550000e+01 3.950736e+00 2.882451e+01
7.600000e+01 3.950293e+00 2.882020e+01
7.650000e+01 3.949841e+00 2.881570e+01
7.700000e+01 3.949371e+00 2.881102e+01
7.750000e+01 3.948893e+00 2.880614e+01
7.800000e+01 3.948412e+00 2.880108e+01
7.850000e+01 3.947917e+00 2.879582e+01
7.900000e+01 3.947393e+00 2.879033e+01
7.950000e+01 3.946871e+00 2.878465e+01
8.000000e+01 3.946345e+00 2.877876e+01
8.050000e+01 3.945789e+00 2.877261e+01
8.100000e+01 3.945198e+00 2.876619e+01
8.150000e+01 3.944624e+00 2.875949e+01
8.200000e+01 3.944022e+00 2.875239e+01
8.250000e+01 3.943352e+00 2.874470e+01
8.300000e+01 3.942605e+00 2.873613e+01
8.350000e+01 3.941814e+00 2.872610e+01
8.400000e+01 3.940782e+00 2.871313e+01
8.450000e+01 3.939276e+00 2.869425e+01
8.500000e+01 3.936862e+00 2.866312e+01
8.550000e+01 3.932632e+00 2.860612e+01
8.600000e+01 3.924193e+00 2.849351e+01
8.650000e+01 3.906898e+00 2.826225e+01
8.700000e+01 3.870837e+00 2.777990e+01
8.750000e+01 3.795651e+00 2.677840e+01
8.800000e+01 3.641350e+00 2.475827e+01
8.850000e+01 3.341690e+00 2.096337e+01
8.900000e+01 2.778878e+00 1.471477e+01
8.950000e+01 1.996087e+00 7.231990e+00
9.000000e+01 1.390713e+00 2.201461e+00
9.050000e+01 1.103439e+00 4.276468e-01
9.100000e+01 1.020328e+00 6.901620e-02
9.150000e+01 1.003494e+00 1.113128e-02
9.200000e+01 1.000579e+00 1.818752e-03
9.250000e+01 1.000095e+00 2.982044e-04
9.300000e+01 1.000016e+00 4.894734e-05
9.350000e+01 1.000002e+00 7.972718e-06
9.400000e+01 1.000000e+00 1.134872e-06
9.450000e+01 1.000000e+00 9.536744e-08
9.500000e+01 1.000000e+00 4.768371e-09
9.550000e+01 1.000000e+00 0.000000e+00
9.600000e+01 1.000000e+00 0.000000e+00
9.650000e+01 1.000000e+00 0.000000e+00
9.700000e+01 1.000000e+00 0.000000e+00
9.750000e+01 1.000000e+00 0.000000e+00
9.800000e+01 1.000000e+00 0.000000e+00
9.850000e+01 1.000000e+00 0.000000e+00
9.900000e+01 1.000000e+00 0.000000e+00
9.950000e+01 1.000000e+00 0.000000e+00
